customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
15614827,503,France,Male,42,8,104430.0,1,Yes,Active,147558.0,Stayed
15789815,503,France,Female,28,5,0.0,2,Yes,InActive,125918.0,Stayed
15579781,806,Germany,Male,31,10,138654.0,1,Yes,InActive,190803.0,Stayed
15587013,653,France,Female,31,7,102575.0,1,Yes,Active,11044.0,Stayed
15570932,666,France,Male,43,7,137781.0,2,Yes,Active,119100.0,Left
15794661,674,Spain,Male,32,2,0.0,2,Yes,InActive,140579.0,Stayed
15581654,798,France,Male,32,7,0.0,2,No,Active,37732.0,Stayed
15644296,740,France,Female,30,8,105210.0,1,Yes,InActive,1853.0,Stayed
15614420,531,Germany,Female,32,0,109570.0,2,Yes,Active,172050.0,Stayed
15609653,614,Germany,Female,44,6,118716.0,1,Yes,InActive,133591.0,Left
15594577,556,France,Male,35,10,0.0,2,Yes,Active,192751.0,Stayed
15584114,678,Germany,Female,43,2,153393.0,2,Yes,Active,193828.0,Stayed
15673367,587,Germany,Male,33,6,132603.0,1,Yes,InActive,55776.0,Stayed
15685576,527,Spain,Female,36,6,0.0,2,Yes,Active,102280.0,Stayed
15774727,757,Germany,Female,34,1,129398.0,2,No,InActive,44965.0,Stayed
15694288,468,Spain,Male,28,3,0.0,2,Yes,InActive,170661.0,Stayed
15603319,693,France,Male,29,2,151353.0,1,No,InActive,197146.0,Stayed
15759066,483,France,Female,44,5,136836.0,1,Yes,InActive,192360.0,Left
15814816,466,France,Male,40,4,91592.0,1,Yes,InActive,141210.0,Left
15724402,770,France,Female,30,8,0.0,2,Yes,InActive,100557.0,Stayed
15571059,734,France,Female,54,3,0.0,1,Yes,InActive,130806.0,Left
15674206,716,France,Female,22,8,0.0,2,Yes,Active,92607.0,Stayed
15715160,439,France,Male,36,2,165536.0,2,Yes,Active,123957.0,Stayed
15730448,538,Germany,Male,25,5,62483.0,1,Yes,Active,102758.0,Stayed
15662067,743,France,Male,40,8,68156.0,1,Yes,InActive,94877.0,Stayed
15779581,734,Spain,Female,43,3,55853.0,2,No,Active,94812.0,Left
15662901,656,France,Male,37,2,0.0,2,No,Active,67841.0,Stayed
15689751,666,France,Female,31,2,79589.0,1,No,InActive,4051.0,Stayed
15667742,627,Spain,Male,41,5,100881.0,1,No,Active,134665.0,Stayed
15738448,480,Germany,Female,25,3,174330.0,2,No,InActive,181647.0,Stayed
15680243,792,France,Male,19,7,143391.0,1,Yes,InActive,33283.0,Stayed
15745083,613,Germany,Male,59,8,91416.0,1,No,InActive,27965.0,Left
15708228,476,Germany,Male,30,3,134366.0,1,Yes,InActive,68344.0,Stayed
15628523,539,France,Female,24,3,0.0,2,Yes,Active,198161.0,Stayed
15708196,696,Spain,Male,60,8,88787.0,1,Yes,Active,196858.0,Stayed
15735549,810,Germany,Male,35,3,96814.0,2,Yes,Active,120511.0,Stayed
15809347,763,Germany,Male,32,9,160680.0,1,Yes,InActive,30886.0,Stayed
15660866,640,France,Female,29,3,0.0,2,Yes,InActive,2744.0,Stayed
15766609,655,France,Female,47,10,0.0,2,Yes,InActive,167779.0,Stayed
15654230,526,Germany,Male,31,5,145537.0,1,Yes,InActive,132405.0,Stayed
15794566,678,France,Female,28,4,0.0,2,Yes,Active,144423.0,Left
15800890,554,France,Female,45,6,0.0,2,Yes,Active,181204.0,Stayed
15697424,597,Spain,Female,30,2,119370.0,1,Yes,Active,182726.0,Left
15724536,560,Spain,Female,28,1,0.0,2,Yes,Active,120881.0,Stayed
15735878,850,Germany,Female,47,10,134382.0,1,No,InActive,26813.0,Left
15707596,546,Germany,Female,74,8,114889.0,2,Yes,Active,66733.0,Left
15657163,623,Germany,Male,42,1,149332.0,2,Yes,InActive,100834.0,Stayed
15622478,698,France,Female,40,7,105062.0,3,Yes,InActive,107815.0,Left
15779529,620,France,Male,32,7,0.0,2,Yes,Active,34666.0,Stayed
15636023,619,France,Female,40,10,0.0,1,Yes,Active,147094.0,Left
15582066,561,France,Male,21,4,0.0,1,Yes,Active,36942.0,Stayed
15666675,753,France,Female,39,7,155063.0,1,Yes,Active,16461.0,Stayed
15732987,721,Spain,Male,43,3,88798.0,1,No,InActive,45611.0,Stayed
15789432,451,France,Male,33,6,0.0,2,Yes,InActive,184954.0,Stayed
15663161,680,Germany,Female,51,5,143140.0,1,No,InActive,47795.0,Left
15694879,590,Spain,Female,23,7,0.0,2,Yes,InActive,196790.0,Stayed
15593715,634,Germany,Male,27,3,107028.0,1,Yes,InActive,173426.0,Stayed
15575002,676,France,Male,29,4,140721.0,1,Yes,InActive,36221.0,Stayed
15622171,642,France,Male,30,8,80965.0,2,Yes,InActive,174738.0,Stayed
15795224,760,France,Male,39,6,178585.0,1,Yes,InActive,67131.0,Left
15685346,736,Spain,Female,26,4,135889.0,1,Yes,Active,165692.0,Stayed
15691808,656,France,Male,43,7,134920.0,1,Yes,InActive,194692.0,Stayed
15721007,776,Germany,Male,33,8,115130.0,1,No,InActive,129526.0,Left
15794253,832,Spain,Female,34,6,138190.0,2,No,Active,146511.0,Stayed
15694453,631,Germany,Male,37,9,131519.0,2,Yes,Active,51752.0,Stayed
15813113,795,Spain,Female,56,5,0.0,1,Yes,InActive,35419.0,Left
15614187,648,Germany,Female,39,3,126936.0,2,No,Active,57996.0,Stayed
15619407,615,France,Male,39,4,133707.0,1,Yes,Active,108153.0,Stayed
15646227,682,France,Female,27,1,97893.0,1,Yes,InActive,166145.0,Stayed
15660541,694,France,Male,34,5,127900.0,1,Yes,InActive,101738.0,Stayed
15753874,694,France,Male,37,10,143835.0,1,No,Active,33327.0,Stayed
15617877,607,France,Male,44,0,0.0,2,Yes,Active,81140.0,Stayed
15772073,664,France,Male,48,10,0.0,1,Yes,InActive,140173.0,Left
15701537,756,France,Male,60,2,0.0,1,Yes,Active,166513.0,Left
15736228,645,France,Female,40,3,129597.0,1,Yes,Active,103233.0,Stayed
15780572,653,Spain,Male,30,4,0.0,2,Yes,InActive,120736.0,Stayed
15769596,710,Germany,Female,24,2,110407.0,2,No,InActive,15832.0,Left
15586996,697,France,Female,76,7,0.0,2,No,Active,188772.0,Stayed
15722061,619,Germany,Female,41,8,142016.0,2,Yes,InActive,114324.0,Stayed
15638003,648,Spain,Male,55,1,81370.0,1,No,Active,181534.0,Stayed
15775590,482,Germany,Female,48,2,69329.0,1,No,InActive,102641.0,Left
15730688,548,France,Female,28,8,116756.0,2,Yes,Active,158585.0,Left
15753102,752,Spain,Male,44,6,83870.0,1,Yes,InActive,178722.0,Stayed
15810075,648,France,Female,39,6,130695.0,2,Yes,Active,153955.0,Left
15723373,643,Spain,Female,34,8,117451.0,1,Yes,InActive,65375.0,Stayed
15795298,573,Germany,Female,35,9,206869.0,2,No,Active,102986.0,Stayed
15584320,686,France,Female,39,3,111696.0,1,No,InActive,136644.0,Stayed
15724161,644,France,Female,40,9,137285.0,4,Yes,InActive,77064.0,Left
15750056,702,France,Female,29,6,149218.0,1,Yes,Active,9633.0,Stayed
15609637,652,France,Male,51,7,0.0,2,No,Active,43496.0,Stayed
15794493,641,Spain,Male,32,7,0.0,2,Yes,Active,24267.0,Stayed
15569641,692,Germany,Female,41,8,130701.0,1,Yes,InActive,59354.0,Left
15815236,574,Spain,Male,34,5,0.0,2,No,InActive,28270.0,Stayed
15811177,643,France,Female,31,3,167949.0,1,Yes,InActive,143162.0,Stayed
15680587,834,France,Male,23,4,131255.0,1,Yes,InActive,20199.0,Stayed
15672821,591,France,Male,28,5,0.0,2,Yes,Active,48607.0,Stayed
15767681,470,Spain,Male,34,9,0.0,2,No,Active,89014.0,Stayed
15600379,608,Spain,Male,34,7,86656.0,1,No,Active,59890.0,Stayed
15801336,649,Germany,Female,37,8,114737.0,1,Yes,Active,106656.0,Left
15721592,665,France,Female,38,5,0.0,2,Yes,InActive,156440.0,Stayed
15581282,651,France,Female,39,6,0.0,1,Yes,InActive,24176.0,Stayed
15746203,555,Germany,Male,62,4,119817.0,1,No,Active,43507.0,Left
15583137,637,France,Female,48,7,130807.0,2,Yes,Active,132006.0,Left
15680752,675,France,Female,49,0,0.0,1,Yes,Active,80497.0,Left
15688172,677,Spain,Male,40,5,0.0,2,Yes,InActive,88948.0,Stayed
15791373,850,Germany,Female,35,2,80932.0,1,No,InActive,12640.0,Left
15589449,815,France,Female,56,3,0.0,3,Yes,Active,94248.0,Left
15692819,665,Germany,Male,32,1,132179.0,1,No,InActive,11866.0,Stayed
15727467,485,France,Female,27,3,0.0,2,Yes,InActive,141450.0,Stayed
15734312,577,Spain,Male,43,6,0.0,2,Yes,Active,149458.0,Stayed
15764604,586,France,Female,35,7,164769.0,3,Yes,InActive,119814.0,Left
15613014,722,Germany,Male,29,1,107234.0,2,Yes,InActive,24925.0,Stayed
15759684,528,France,Female,27,7,176227.0,2,No,Active,139482.0,Stayed
15609669,542,France,Female,39,4,109949.0,2,Yes,Active,41269.0,Stayed
15685536,552,France,Female,34,5,0.0,2,Yes,Active,1351.0,Stayed
15750447,678,France,Female,60,10,117739.0,1,Yes,InActive,147490.0,Left
15663249,575,Spain,Female,37,9,133292.0,1,Yes,InActive,111175.0,Stayed
15638646,669,France,Female,43,1,160475.0,1,Yes,Active,95963.0,Stayed
15734161,636,France,Male,43,6,0.0,2,Yes,InActive,43129.0,Stayed
15631070,667,Germany,Male,55,9,154393.0,1,Yes,Active,137675.0,Left
15761950,652,Germany,Female,45,9,110827.0,1,Yes,Active,153384.0,Left
15649668,637,Germany,Female,36,10,145750.0,2,Yes,Active,96661.0,Stayed
15713912,516,Spain,Female,45,8,109044.0,1,No,Active,115818.0,Stayed
15586757,801,France,Female,32,4,75171.0,1,Yes,Active,37898.0,Stayed
15596522,692,France,Female,42,2,0.0,2,Yes,InActive,145223.0,Stayed
15625395,585,France,Female,28,6,105796.0,1,Yes,Active,41219.0,Stayed
15760570,590,France,Male,32,5,0.0,2,Yes,InActive,59250.0,Stayed
15566689,554,Spain,Male,66,8,0.0,2,Yes,Active,116748.0,Stayed
15725794,659,France,Female,49,1,0.0,1,Yes,InActive,116250.0,Left
15673539,690,France,Female,26,3,118098.0,1,Yes,InActive,61258.0,Stayed
15705298,697,Germany,Male,29,0,172694.0,1,No,InActive,141799.0,Stayed
15675791,610,France,Male,36,4,129440.0,2,Yes,InActive,102638.0,Stayed
15747043,599,Spain,Male,36,4,0.0,2,No,InActive,13211.0,Stayed
15736397,544,France,Male,23,1,96471.0,1,Yes,InActive,35551.0,Stayed
15678201,548,France,Female,46,1,0.0,1,Yes,Active,104469.0,Left
15720745,635,Spain,Male,24,4,140197.0,1,Yes,Active,142936.0,Stayed
15637593,722,France,Male,20,6,0.0,2,Yes,InActive,195486.0,Stayed
15598070,564,France,Female,33,4,135946.0,1,Yes,InActive,63170.0,Stayed
15787550,719,France,Male,69,3,0.0,2,Yes,Active,58320.0,Stayed
15603942,547,Germany,Male,50,3,81290.0,3,No,Active,177747.0,Left
15733973,850,France,Female,42,8,0.0,1,Yes,InActive,19633.0,Left
15596761,515,Germany,Male,60,9,113715.0,1,Yes,InActive,18424.0,Left
15652400,667,Spain,Male,56,2,168883.0,1,No,Active,18898.0,Stayed
15717893,607,Germany,Male,36,8,143422.0,1,Yes,InActive,97879.0,Stayed
15622585,525,France,Male,26,7,153644.0,1,Yes,Active,63198.0,Stayed
15733964,606,Spain,Female,53,1,109330.0,1,Yes,Active,75860.0,Stayed
15753861,686,Germany,Female,27,1,115096.0,2,No,InActive,78622.0,Stayed
15747097,611,France,Male,35,10,0.0,1,Yes,Active,23598.0,Left
15594762,827,Spain,Male,46,1,183276.0,1,Yes,Active,13460.0,Stayed
15667417,572,France,Male,33,9,68194.0,1,Yes,InActive,19998.0,Stayed
15684861,726,France,Female,32,8,0.0,2,No,InActive,185076.0,Stayed
15742204,579,Germany,Male,31,6,139730.0,1,No,Active,135815.0,Stayed
15623502,598,Spain,Female,56,4,98365.0,1,Yes,Active,44251.0,Stayed
15774872,663,France,Male,36,10,0.0,2,Yes,InActive,136350.0,Stayed
15611191,505,Germany,Female,37,10,122454.0,2,Yes,Active,52694.0,Stayed
15674331,576,Germany,Male,30,7,132174.0,2,No,InActive,93767.0,Stayed
15619465,555,Spain,Female,24,2,0.0,2,No,Active,197867.0,Stayed
15575247,524,France,Male,30,1,0.0,2,Yes,InActive,126813.0,Stayed
15695679,776,Spain,Male,39,2,104349.0,1,No,InActive,79503.0,Stayed
15713463,645,Germany,Female,41,2,138881.0,1,Yes,InActive,129937.0,Left
15785170,850,Germany,Female,32,0,116969.0,1,No,InActive,175095.0,Stayed
15796351,603,Germany,Male,35,1,105346.0,2,Yes,Active,130380.0,Stayed
15639576,691,France,Male,26,9,136623.0,1,Yes,InActive,153228.0,Stayed
15693264,583,France,Female,29,10,0.0,2,Yes,Active,111286.0,Stayed
15589715,584,France,Female,66,5,0.0,1,Yes,InActive,49553.0,Left
15769902,679,France,Female,33,6,0.0,2,Yes,Active,98016.0,Stayed
15587177,646,France,Male,36,6,124446.0,1,Yes,InActive,88481.0,Stayed
15814553,559,France,Female,34,5,69000.0,2,Yes,Active,66879.0,Stayed
15601550,595,Spain,Male,36,6,85768.0,1,Yes,Active,24803.0,Stayed
15664907,527,France,Male,47,1,0.0,1,Yes,InActive,21312.0,Left
15612465,684,Spain,Male,34,9,100628.0,2,Yes,Active,190264.0,Stayed
15810800,673,Spain,Female,32,0,0.0,1,Yes,Active,72873.0,Stayed
15665760,802,Spain,Male,38,7,0.0,2,No,Active,57765.0,Stayed
15588080,675,France,Male,54,6,0.0,1,Yes,InActive,110274.0,Left
15776844,762,Spain,Female,19,6,0.0,2,Yes,InActive,55500.0,Stayed
15717560,580,France,Male,50,0,125647.0,1,Yes,InActive,57541.0,Left
15629739,621,Germany,Female,31,8,100375.0,1,Yes,Active,90384.0,Stayed
15729908,411,France,Female,36,10,0.0,1,No,InActive,120694.0,Stayed
15716781,815,France,Male,24,7,171923.0,1,No,Active,178029.0,Stayed
15646936,631,Germany,Female,32,2,146811.0,2,Yes,Active,180990.0,Stayed
15768151,514,Germany,Female,45,3,109032.0,1,No,Active,155407.0,Left
15579212,638,France,Male,57,6,0.0,1,Yes,InActive,33676.0,Left
15721835,791,Spain,Male,25,7,0.0,1,Yes,InActive,89666.0,Stayed
15800515,516,France,Male,35,5,128654.0,1,Yes,InActive,127558.0,Stayed
15591279,734,France,Male,37,3,80388.0,1,No,Active,77273.0,Stayed
15587419,611,France,Male,58,8,0.0,2,No,Active,107666.0,Left
15750335,850,Germany,Male,43,0,108509.0,3,Yes,InActive,184045.0,Left
15699619,641,France,Male,31,10,155978.0,1,Yes,InActive,91511.0,Stayed
15606472,585,France,Female,38,5,0.0,1,Yes,Active,87364.0,Stayed
15778368,552,Germany,Male,50,4,121176.0,1,Yes,InActive,117505.0,Left
15671387,507,France,Female,29,4,89349.0,2,No,InActive,180627.0,Stayed
15573926,735,Spain,Male,38,7,86132.0,2,No,InActive,93479.0,Stayed
15709183,707,France,Female,58,3,102347.0,1,Yes,Active,114673.0,Stayed
15577514,698,Germany,Female,36,7,121264.0,1,Yes,Active,13388.0,Stayed
15778830,841,France,Male,31,2,0.0,2,Yes,InActive,173241.0,Stayed
15768072,688,Spain,Female,33,2,0.0,1,No,InActive,27557.0,Left
15768293,614,France,Male,51,3,0.0,2,Yes,Active,5552.0,Stayed
15654456,511,Germany,Male,48,6,149726.0,1,No,InActive,88308.0,Left
15807525,447,France,Male,43,2,0.0,2,Yes,InActive,33879.0,Left
15574372,738,France,Male,35,5,161274.0,2,Yes,InActive,181430.0,Stayed
15671249,422,France,Female,33,2,0.0,2,Yes,InActive,102655.0,Stayed
15779744,537,Spain,Male,30,1,103138.0,1,Yes,Active,96555.0,Stayed
15624755,707,Germany,Female,40,3,109628.0,1,Yes,InActive,189366.0,Stayed
15611430,690,France,Male,54,5,0.0,1,Yes,InActive,12848.0,Left
15774744,664,Germany,Male,33,7,97286.0,2,Yes,InActive,143433.0,Stayed
15629885,850,France,Female,33,7,118004.0,1,Yes,InActive,183984.0,Stayed
15708791,584,Spain,Male,32,9,85535.0,1,No,InActive,169137.0,Stayed
15793890,728,France,Female,59,4,0.0,1,Yes,Active,163366.0,Left
15646091,560,Spain,Female,43,4,95140.0,2,Yes,InActive,123181.0,Left
15596984,629,France,Female,31,6,0.0,1,Yes,Active,16448.0,Left
15800215,658,France,Male,25,3,0.0,2,No,Active,173948.0,Stayed
15577806,794,Germany,Female,54,1,75901.0,1,Yes,Active,192155.0,Stayed
15749381,790,France,Female,41,2,126619.0,1,Yes,InActive,198224.0,Stayed
15683758,640,France,Male,44,7,111833.0,1,Yes,InActive,67203.0,Stayed
15670615,652,Spain,Male,37,7,0.0,2,Yes,InActive,68790.0,Stayed
15715622,583,France,Female,57,3,238388.0,1,No,Active,147965.0,Left
15707634,775,France,Female,32,2,108699.0,2,Yes,Active,161070.0,Stayed
15806901,584,France,Female,39,2,112688.0,1,Yes,Active,127750.0,Stayed
15775335,635,Germany,Female,48,4,81557.0,2,Yes,InActive,191914.0,Stayed
15724150,814,France,Male,48,9,136597.0,1,Yes,Active,185792.0,Stayed
15627220,735,Germany,Female,43,9,98807.0,1,No,InActive,184570.0,Left
15672330,678,France,Female,31,1,0.0,2,No,Active,130447.0,Stayed
15668521,693,France,Male,37,1,0.0,2,Yes,Active,82868.0,Stayed
15807837,640,France,Female,30,6,107500.0,1,Yes,Active,187632.0,Stayed
15592570,773,Spain,Female,23,8,0.0,2,Yes,InActive,56760.0,Stayed
15748589,736,France,Female,30,9,0.0,2,Yes,InActive,34180.0,Stayed
15635893,693,France,Female,28,8,0.0,2,Yes,Active,158545.0,Stayed
15757632,496,France,Female,41,1,176024.0,2,Yes,InActive,182338.0,Stayed
15691863,751,France,Female,39,3,0.0,2,Yes,Active,84175.0,Stayed
15706071,528,Germany,Male,39,0,127632.0,1,No,Active,22198.0,Left
15654296,754,Spain,Female,19,9,0.0,1,Yes,InActive,189641.0,Stayed
15755018,568,Germany,Female,26,10,109819.0,2,Yes,InActive,154491.0,Stayed
15594041,592,Spain,Female,41,2,138735.0,1,Yes,InActive,90021.0,Stayed
15670587,558,Germany,Male,25,10,111363.0,2,Yes,InActive,197264.0,Stayed
15724527,825,France,Male,34,9,0.0,2,Yes,Active,31933.0,Stayed
15801904,677,Germany,Male,28,0,143988.0,2,Yes,InActive,8756.0,Left
15658195,653,France,Male,34,5,118839.0,1,Yes,Active,52820.0,Stayed
15630113,593,Spain,Male,35,4,161638.0,1,Yes,Active,20008.0,Stayed
15784320,632,France,Female,44,3,133794.0,1,Yes,Active,34607.0,Left
15676513,601,Germany,Male,35,8,71554.0,1,Yes,InActive,177384.0,Stayed
15574072,786,France,Female,62,8,0.0,1,Yes,Active,165703.0,Stayed
15633854,654,France,Female,40,3,0.0,2,Yes,InActive,167889.0,Stayed
15618566,572,France,Female,38,7,0.0,2,Yes,Active,133123.0,Stayed
15733014,813,France,Female,62,10,64668.0,2,No,Active,140454.0,Stayed
15753343,523,France,Female,28,2,121164.0,1,Yes,Active,59939.0,Stayed
15746076,506,Spain,Male,50,3,0.0,2,Yes,InActive,12017.0,Stayed
15608226,513,Spain,Male,72,3,98903.0,1,Yes,Active,81251.0,Stayed
15605684,664,France,Female,31,7,104159.0,1,Yes,InActive,134170.0,Stayed
15638988,684,France,Male,54,6,0.0,2,Yes,Active,94889.0,Stayed
15628767,608,Spain,Female,63,3,139530.0,2,Yes,Active,175696.0,Left
15737977,527,France,Female,25,6,0.0,2,No,Active,96759.0,Stayed
15758116,666,France,Male,53,5,64647.0,1,Yes,InActive,128019.0,Left
15575119,779,France,Male,71,3,0.0,2,Yes,Active,146895.0,Left
15625126,629,France,Female,40,6,0.0,2,Yes,Active,139356.0,Stayed
15567114,430,France,Male,35,1,118894.0,1,No,InActive,2924.0,Stayed
15672242,712,France,Male,24,2,0.0,1,No,Active,121233.0,Stayed
15681327,682,France,Male,30,9,0.0,2,Yes,Active,2053.0,Stayed
15802585,634,France,Female,41,8,68214.0,1,Yes,Active,6382.0,Stayed
15740630,487,Spain,Female,31,1,0.0,2,Yes,InActive,158750.0,Stayed
15815420,808,Spain,Male,47,8,139196.0,1,No,Active,74028.0,Stayed
15711468,527,France,Female,32,7,0.0,2,Yes,Active,44100.0,Stayed
15799626,637,Germany,Male,50,4,126346.0,1,No,Active,17323.0,Left
15659325,802,Spain,Male,40,5,0.0,2,Yes,Active,175044.0,Stayed
15651352,529,France,Female,38,2,0.0,1,Yes,InActive,146389.0,Left
15684925,850,France,Female,43,3,0.0,2,No,InActive,2466.0,Stayed
15657439,738,France,Male,18,4,0.0,2,Yes,Active,47799.0,Stayed
15574122,817,France,Male,34,5,129278.0,1,No,InActive,165563.0,Stayed
15720508,735,France,Male,31,3,119558.0,1,No,InActive,72928.0,Stayed
15599078,619,Germany,Female,41,5,92468.0,1,Yes,InActive,38270.0,Stayed
15702300,671,France,Male,27,5,0.0,2,No,InActive,120893.0,Stayed
15660735,581,Spain,Female,31,6,0.0,2,Yes,InActive,188377.0,Stayed
15671390,690,Spain,Male,36,10,0.0,2,Yes,InActive,55903.0,Stayed
15647385,579,Spain,Male,56,4,99341.0,1,No,InActive,4524.0,Left
15739223,688,Spain,Female,24,3,0.0,2,Yes,Active,102195.0,Stayed
15631305,599,Spain,Female,28,4,126834.0,2,Yes,InActive,60843.0,Left
15809263,729,Germany,Male,29,5,109677.0,1,Yes,Active,25548.0,Stayed
15640866,718,France,Female,29,3,0.0,1,No,Active,134462.0,Stayed
15775663,712,Germany,Male,53,6,134730.0,2,Yes,Active,132703.0,Stayed
15631800,474,France,Male,37,3,98431.0,1,No,InActive,75698.0,Stayed
15654292,565,Germany,Male,33,8,130368.0,2,Yes,InActive,105642.0,Stayed
15648320,658,France,Female,31,7,123975.0,1,Yes,InActive,102154.0,Stayed
15726747,714,France,Male,63,4,138082.0,1,No,Active,166678.0,Stayed
15694510,725,France,Male,45,1,129855.0,1,No,InActive,24219.0,Stayed
15572291,825,France,Male,40,6,132308.0,1,No,InActive,117122.0,Stayed
15603465,665,Germany,Female,45,5,155448.0,2,Yes,InActive,51872.0,Left
15685628,670,Spain,Male,35,2,124269.0,2,No,Active,84321.0,Stayed
15792729,474,Germany,Female,34,9,176311.0,1,Yes,InActive,160213.0,Stayed
15767414,591,France,Male,40,2,99886.0,2,Yes,Active,88695.0,Stayed
15568044,508,France,Female,31,7,0.0,2,Yes,Active,6123.0,Stayed
15751333,695,France,Female,36,2,0.0,2,No,Active,167750.0,Stayed
15623062,660,Germany,Male,24,5,85089.0,1,Yes,Active,71638.0,Stayed
15713621,687,Germany,Male,41,10,134318.0,2,Yes,Active,198065.0,Stayed
15670668,658,Germany,Male,29,5,75396.0,2,No,Active,54915.0,Stayed
15750638,705,Germany,Female,33,5,116766.0,1,No,InActive,190659.0,Left
15747878,739,Spain,Male,60,4,0.0,1,Yes,Active,51638.0,Stayed
15726796,844,France,Male,38,7,111502.0,1,Yes,Active,119333.0,Stayed
15754952,602,Germany,Female,48,7,76595.0,2,No,InActive,127095.0,Stayed
15652192,759,France,Female,33,9,160541.0,2,No,InActive,93541.0,Stayed
15681924,747,Germany,Male,38,2,129729.0,1,Yes,InActive,89290.0,Stayed
15763544,673,France,Male,47,1,0.0,2,No,InActive,108762.0,Stayed
15764431,671,Spain,Female,34,5,130929.0,4,Yes,Active,28238.0,Left
15684010,640,Germany,Female,74,2,116800.0,1,Yes,Active,34130.0,Stayed
15648881,581,Germany,Male,40,0,101017.0,1,No,Active,7926.0,Left
15733303,630,France,Male,67,5,0.0,2,Yes,Active,27330.0,Stayed
15643294,703,France,Female,33,8,190567.0,1,Yes,Active,79997.0,Stayed
15749905,698,Spain,Female,47,6,0.0,1,Yes,InActive,50214.0,Left
15625175,742,Germany,Female,43,6,97068.0,1,No,Active,60920.0,Left
15643967,652,France,Female,37,4,92209.0,1,No,Active,197700.0,Left
15578251,644,France,Male,37,2,186348.0,2,Yes,InActive,92810.0,Stayed
15772573,735,Spain,Male,55,2,103177.0,1,No,Active,163516.0,Stayed
15733234,777,France,Female,58,4,0.0,1,Yes,Active,62449.0,Left
15721582,644,Germany,Female,40,4,77270.0,2,Yes,Active,115800.0,Left
15628219,665,Germany,Female,37,3,111912.0,1,Yes,Active,110360.0,Left
15571302,529,Germany,Male,72,5,94216.0,1,Yes,Active,78696.0,Stayed
15637178,803,Spain,Female,45,7,0.0,2,Yes,Active,128378.0,Stayed
15601184,604,Spain,Female,26,3,0.0,2,Yes,InActive,155249.0,Stayed
15629511,738,France,Male,49,6,106771.0,1,Yes,InActive,123499.0,Stayed
15570629,655,Germany,Female,72,5,138090.0,2,Yes,Active,99920.0,Stayed
15665766,698,Germany,Male,39,9,133191.0,2,No,Active,53289.0,Stayed
15693732,775,France,Female,66,9,0.0,2,Yes,Active,67622.0,Stayed
15765982,735,France,Male,41,7,74136.0,1,Yes,Active,11783.0,Left
15582016,766,Spain,Male,41,6,99208.0,2,Yes,InActive,62402.0,Stayed
15798024,537,Germany,Male,84,8,92242.0,1,Yes,Active,186236.0,Stayed
15588622,599,Germany,Male,25,7,108381.0,1,Yes,Active,79006.0,Stayed
15724863,420,Spain,Female,55,4,91893.0,1,Yes,InActive,144870.0,Left
15618213,674,France,Female,32,7,85758.0,1,Yes,Active,95481.0,Stayed
15780411,570,France,Female,46,3,0.0,2,No,InActive,820.0,Stayed
15725429,623,Germany,Male,33,8,96759.0,1,Yes,Active,174778.0,Stayed
15600626,710,France,Male,30,6,0.0,2,Yes,Active,8991.0,Stayed
15668460,466,France,Male,29,6,0.0,2,Yes,Active,2797.0,Stayed
15576263,759,France,Female,22,5,0.0,1,Yes,InActive,22303.0,Stayed
15720354,581,France,Male,71,4,0.0,2,Yes,Active,197562.0,Stayed
15691624,820,France,Male,33,2,132150.0,2,Yes,InActive,23068.0,Stayed
15793196,759,France,Male,41,9,0.0,2,No,Active,190294.0,Stayed
15633352,628,France,Female,31,6,175444.0,1,Yes,InActive,113167.0,Left
15750874,676,France,Male,31,3,78990.0,1,Yes,Active,124777.0,Stayed
15588923,591,France,Female,33,4,113743.0,1,Yes,InActive,124625.0,Stayed
15715745,690,France,Female,26,5,157625.0,1,Yes,Active,49599.0,Stayed
15611800,624,France,Female,62,7,125164.0,2,Yes,Active,151412.0,Stayed
15576928,573,France,Female,23,2,0.0,1,Yes,InActive,122964.0,Stayed
15793693,694,France,Male,60,9,0.0,1,Yes,Active,57089.0,Stayed
15581252,632,Spain,Female,29,7,80923.0,1,Yes,InActive,7821.0,Stayed
15797760,632,France,Male,40,3,193355.0,2,Yes,InActive,149188.0,Stayed
15790564,832,Germany,Female,40,9,107649.0,2,Yes,Active,134639.0,Stayed
15593736,598,Germany,Female,46,7,131769.0,1,No,InActive,184980.0,Left
15595937,430,Germany,Male,36,1,138992.0,2,No,InActive,122373.0,Stayed
15815628,711,France,Female,37,8,113900.0,1,No,InActive,80215.0,Stayed
15782802,582,Germany,Male,26,6,114450.0,1,Yes,Active,14082.0,Stayed
15627412,605,France,Male,39,3,0.0,2,Yes,InActive,199390.0,Stayed
15734609,657,France,Female,37,2,0.0,2,Yes,Active,7667.0,Stayed
15710689,578,Spain,Male,40,6,63610.0,1,No,InActive,74966.0,Left
15565806,532,France,Male,38,9,0.0,2,No,InActive,30584.0,Stayed
15815530,612,France,Female,42,10,75498.0,1,No,InActive,149683.0,Stayed
15632272,792,France,Female,42,2,0.0,2,Yes,InActive,92664.0,Stayed
15684103,674,France,Female,26,10,0.0,2,Yes,Active,138423.0,Stayed
15654519,680,France,Male,31,1,0.0,2,Yes,Active,3148.0,Stayed
15767722,593,France,Female,39,0,117705.0,1,Yes,InActive,197934.0,Stayed
